,responsibility_metric,responsibility_column,w_responsibility,capacity_metric,capacity_column,w_capacity,needs_metric,needs_column,w_needs,engagement_metric,engagement_column,w_engagement
RUN545,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN546,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN547,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN548,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN549,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN550,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN551,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN552,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN553,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.6,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN554,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.5
RUN555,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.4
RUN556,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN_Index,0.3
RUN557,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN_Index,0.2
RUN558,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN_Index,0.1
RUN559,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN560,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN561,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN562,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN563,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN564,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN565,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN566,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN567,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN568,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN569,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN570,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN571,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN572,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN573,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN574,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN575,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN576,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN577,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN578,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN579,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN580,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN581,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN582,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_pc,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN583,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_pc,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN584,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_pc,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN585,Cumulative Emissions since 1850,X1850_2024,0.6,Gross National Income per capita,GNI_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN586,Cumulative Emissions since 1850,X1850_2024,0.6,Gross National Income per capita,GNI_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN587,Cumulative Emissions since 1850,X1850_2024,0.6,Gross National Income per capita,GNI_pc,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN588,Cumulative Emissions since 1850,X1850_2024,0.7,Gross National Income per capita,GNI_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN589,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.7
RUN590,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.6
RUN591,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.5
RUN592,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.4
RUN593,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.3
RUN594,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN_Index,0.2
RUN595,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.7,UN Multilateral Engagement Score,UN_Index,0.1
RUN596,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.6
RUN597,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.5
RUN598,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.4
RUN599,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.3
RUN600,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.2
RUN601,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN_Index,0.1
RUN602,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.5
RUN603,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.4
RUN604,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.3
RUN605,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.2
RUN606,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.1
RUN607,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN608,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN609,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN610,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN611,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN612,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.5,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN613,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.5,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN614,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.6,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN615,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.6,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN616,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.7,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN617,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.6
RUN618,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.5
RUN619,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.4
RUN620,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.3
RUN621,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.2
RUN622,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN_Index,0.1
RUN623,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.5
RUN624,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.4
RUN625,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.3
RUN626,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.2
RUN627,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.1
RUN628,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN629,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN630,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN631,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN632,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN633,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN634,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN635,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN636,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.5,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN637,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income per capita,GNI_pc,0.6,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN638,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.5
RUN639,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.4
RUN640,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.3
RUN641,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.2
RUN642,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.1
RUN643,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN644,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN645,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN646,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN647,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN648,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN649,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN650,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN651,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN652,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income per capita,GNI_pc,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN653,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN654,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN655,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN656,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN657,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN658,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN659,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN660,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN661,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN662,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN663,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN664,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN665,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN666,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN667,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN668,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN669,Cumulative Emissions since 1850,X1850_2024,0.6,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN670,Cumulative Emissions since 1850,X1850_2024,0.6,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN671,Cumulative Emissions since 1850,X1850_2024,0.6,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN672,Cumulative Emissions since 1850,X1850_2024,0.7,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN673,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.7
RUN674,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.6
RUN675,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.5
RUN676,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.4,UN Multilateral Engagement Score,UN_Index,0.4
RUN677,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.5,UN Multilateral Engagement Score,UN_Index,0.3
RUN678,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.6,UN Multilateral Engagement Score,UN_Index,0.2
RUN679,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.7,UN Multilateral Engagement Score,UN_Index,0.1
RUN680,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.6
RUN681,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.5
